ticker,issuer,portfolio_pct,shares,value,reported_price,activity
C,Citigroup Inc.,16.91,840897,95366000.0,113.41,
BAYRY,Bayer Ag Sponsored ADR,13.26,6513893,74777000.0,11.48,
FLG,Flagstar Financial Inc.,9.53,4083618,53781000.0,13.17,
DIS,Walt Disney Co.,6.47,378909,36519000.0,96.38,
GOOG,Alphabet Inc. CL C,6.21,122029,35005000.0,286.86,
OGN,Organon & Co.,5.88,5536993,33167000.0,5.99,
SEB,Seaboard Corp.,5.88,5871,33195000.0,5654.06,
BP,BP plc,5.18,622256,29246000.0,47.0,
MRK,Merck & Co.,4.85,227288,27341000.0,120.29,
Z,Zillow Group Inc.,4.0,545212,22561000.0,41.38,
SEG,Seaport Entertainment Group,3.4,893227,19187000.0,21.48,
PTEN,Patterson-UTI Energy Inc.,3.25,1690156,18304000.0,10.83,
IDT,IDT Corp. CL B,3.24,372566,18293000.0,49.1,
PFE,Pfizer Inc.,2.41,484733,13611000.0,28.08,
MBI,MBIA Inc.,2.15,2056434,12154000.0,5.91,
BMY,Bristol-Myers Squibb,1.83,170381,10334000.0,60.65,
GSK,GSK plc,1.58,160982,8885000.0,55.19,
XOM,ExxonMobil Holdings Corp.,0.55,18255,3097000.0,169.65,
GNE,Genie Energy Ltd.,0.44,175011,2475000.0,14.14,
NVS,Novartis AG,0.36,13386,2045000.0,152.77,
FRFHF,Fairfax Financial Holdings Ltd.,0.31,1018,1729000.0,1698.43,
CSX,CSX Corp.,0.27,36481,1498000.0,41.06,
FBAK,First National Bank Alaska,0.26,4920,1471000.0,298.98,
TRMLF,Tourmaline Oil Corp,0.23,26959,1286000.0,47.7,
JPM,JPMorgan Chase & Co.,0.15,2818,829000.0,294.18,
AAPL,Apple Inc.,0.14,3092,785000.0,253.88,
MSFT,Microsoft Corp.,0.14,2092,774000.0,369.98,
PEYUF,Peyto Exploration & Development Corp.,0.11,31307,610000.0,19.48,
HLN,Haleon Plc ADR,0.1,56431,565000.0,10.01,
SEIC,SEI Investments,0.09,6596,518000.0,78.53,
BAC,Bank of America Corp.,0.08,9459,461000.0,48.74,
CVX,Chevron Corp.,0.07,1953,404000.0,206.86,
AM,Antero Midstream Corp.,0.05,11806,269000.0,22.79,
BX,Blackstone Group,0.05,2300,264000.0,114.78,
DB,Deutsche Bank AG,0.05,10000,298000.0,29.8,
IBM,International Business Machines,0.05,1228,298000.0,242.67,
OBT,Orange County Bancorp Inc,0.05,8000,256000.0,32.0,
PEG,Public Serv. Enterprise Inc.,0.05,3524,285000.0,80.87,
PEP,PepsiCo Inc.,0.05,1800,280000.0,155.56,
PG,Procter & Gamble,0.05,1852,268000.0,144.71,
PNC,PNC Financial Services,0.05,1342,279000.0,207.9,
VZ,Verizon Communications,0.05,5682,285000.0,50.16,
CMCSA,Comcast Corp.,0.04,7169,206000.0,28.73,
PIFYF,Pine Cliff Energy Ltd,0.04,520000,253000.0,0.49,
WRLC,Windrock Ltd Co,0.04,537,252000.0,469.27,
ZDGE,Zedge Inc.,0.04,77928,228000.0,2.93,
RFL,Rafael Holdings Inc.,0.01,58557,73000.0,1.25,
